Show,Total Boletos,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,TipoShow,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show,Cluster
JORGE GUZMAN VS BARCELONA,3,BOLETO GENERAL,AppExterna,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,5,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,2,BOLETO GENERAL,AppExterna,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,4,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,Wallet,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,4,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,Wallet,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,1,BOLETO GENERAL,AppExterna,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,4,BOLETO GENERAL,Wallet,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,5,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,4,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,4,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,Wallet,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,1,BOLETO GENERAL,AppExterna,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,1,BOLETO GENERAL,Wallet,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,1,BOLETO GENERAL,Wallet,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,3,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,4,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,3,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,4,BOLETO GENERAL,Wallet,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Noches de Feria  Los Nocheros,1,BOLETO GENERAL,Wallet,1,0,Concierto,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
JORGE GUZMAN VS BARCELONA,2,BOLETO GENERAL,AppExterna,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Sábado,Noche,2
Libertad FC VS IDV,1,PREFERENCIA,AppExterna,1,1,Deporte,Septiembre,Viernes,Mañana,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,1,BOLETO GENERAL,AppExterna,1,0,Deporte,Septiembre,Viernes,Mañana,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,2,PREFERENCIA,PayPhone,1,0,Deporte,Septiembre,Viernes,Mañana,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,3,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Viernes,Mañana,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,3,TRIBUNA SUR,PayPhone,1,1,Deporte,Septiembre,Viernes,Mañana,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,2,TRIBUNA SUR,PayPhone,1,0,Deporte,Septiembre,Viernes,Mañana,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Viernes,Mañana,Septiembre,Sábado,Noche,2
Libertad FC VS IDV,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Septiembre,Viernes,Noche,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,3,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Viernes,Noche,Septiembre,Sábado,Noche,2
TAQUILLA GENERAL,2,BOLETO GENERAL,Wallet,1,0,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
TAQUILLA GENERAL,3,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Jueves,Noche,Septiembre,Sábado,Noche,2
TAQUILLA GENERAL,1,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
TAQUILLA GENERAL,2,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
JOKER 2,1,BOLETO GENERAL,PayPhone,1,0,Cine,Septiembre,Jueves,Noche,Octubre,Sábado,Noche,2
Libertad FC VS IDV,3,TRIBUNA SUR,AppExterna,1,1,Deporte,Septiembre,Jueves,Noche,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,1,PREFERENCIA,AppExterna,1,1,Deporte,Septiembre,Jueves,Noche,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,2,PREFERENCIA,AppExterna,1,1,Deporte,Septiembre,Jueves,Noche,Septiembre,Viernes,Noche,2
Libertad FC VS IDV,2,PREFERENCIA,AppExterna,1,0,Deporte,Septiembre,Jueves,Noche,Septiembre,Viernes,Noche,2
TAQUILLA GENERAL,2,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
TAQUILLA GENERAL,2,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
LOS PANCHOS,2,GOLDEN,PayPhone,1,0,Concierto,Septiembre,Jueves,Noche,Octubre,Viernes,Noche,3
TAQUILLA GENERAL,3,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
TAQUILLA GENERAL,2,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Jueves,Noche,Septiembre,Jueves,Mañana,0
TAQUILLA GENERAL,2,BOLETO GENERAL,PayPhone,1,1,Ferias,Septiembre,Jueves,Tarde,Septiembre,Jueves,Mañana,0
HOMENAJE AL MAESTRO EDGAR PALACIOS,3,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Jueves,Tarde,Septiembre,Jueves,Noche,2
Libertad FC VS IDV,3,BOLETO GENERAL,AppExterna,1,0,Deporte,Septiembre,Jueves,Tarde,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Jueves,Tarde,Septiembre,Sábado,Noche,2
TAQUILLA GENERAL,2,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Jueves,Tarde,Septiembre,Jueves,Mañana,0
Libertad FC VS IDV,2,PREFERENCIA,Wallet,1,0,Deporte,Septiembre,Jueves,Tarde,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Jueves,Tarde,Septiembre,Sábado,Noche,2
Libertad FC VS IDV,2,TRIBUNA SUR,PayPhone,1,0,Deporte,Septiembre,Jueves,Tarde,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Jueves,Tarde,Septiembre,Sábado,Noche,2
Libertad FC VS IDV,2,TRIBUNA SUR,AppExterna,1,1,Deporte,Septiembre,Jueves,Tarde,Septiembre,Viernes,Noche,2
HOMENAJE AL MAESTRO EDGAR PALACIOS,1,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Jueves,Tarde,Septiembre,Jueves,Noche,2
Libertad FC VS IDV,3,BOLETO GENERAL,Wallet,1,0,Deporte,Septiembre,Jueves,Tarde,Septiembre,Viernes,Noche,2
JOKER 2,2,BOLETO GENERAL,PayPhone,1,0,Cine,Septiembre,Jueves,Tarde,Octubre,Sábado,Noche,2
HOMENAJE AL MAESTRO EDGAR PALACIOS,1,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Jueves,Tarde,Septiembre,Jueves,Noche,2
Noches de Feria  Wilfrido Vargas,1,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Jueves,Mañana,Septiembre,Sábado,Noche,2
Noches de Feria  Wilfrido Vargas,4,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Jueves,Mañana,Septiembre,Sábado,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Jueves,Mañana,Septiembre,Sábado,Noche,2
JOKER 2,2,BOLETO GENERAL,PayPhone,1,0,Cine,Septiembre,Jueves,Mañana,Octubre,Jueves,Noche,3
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Jueves,Mañana,Septiembre,Sábado,Noche,2
Noches de Feria  Wilfrido Vargas,3,BOLETO GENERAL,AppExterna,1,0,Concierto,Septiembre,Jueves,Mañana,Septiembre,Sábado,Noche,2
Noches de Feria  Wilfrido Vargas,4,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Jueves,Mañana,Septiembre,Sábado,Noche,2
Libertad FC VS IDV,2,PREFERENCIA,AppExterna,1,0,Deporte,Septiembre,Jueves,Mañana,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Miércoles,Noche,Septiembre,Sábado,Noche,2
TAQUILLA GENERAL,4,BOLETO GENERAL,Wallet,1,0,Ferias,Septiembre,Miércoles,Noche,Septiembre,Miércoles,Mañana,0
TAQUILLA GENERAL,3,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Miércoles,Noche,Septiembre,Miércoles,Mañana,0
LOS PANCHOS,2,GOLDEN,PayPhone,1,0,Concierto,Septiembre,Miércoles,Noche,Octubre,Viernes,Noche,3
TAQUILLA GENERAL,4,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Miércoles,Noche,Septiembre,Miércoles,Mañana,0
LojacreArte Festival Nacional  AXEL,2,PLATEA MEDIA,AppExterna,1,0,Concierto,Septiembre,Miércoles,Noche,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,AppExterna,1,1,Concierto,Septiembre,Miércoles,Noche,Septiembre,Sábado,Noche,2
TAQUILLA GENERAL,4,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
TAQUILLA GENERAL,2,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
TAQUILLA GENERAL,3,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
LojacreArte Festival Nacional  AXEL,2,PLATEA ALTA,AppExterna,1,1,Concierto,Septiembre,Miércoles,Tarde,Septiembre,Viernes,Noche,2
LojacreArte Festival Nacional  AXEL,6,PLATEA ALTA,AppExterna,1,1,Concierto,Septiembre,Miércoles,Tarde,Septiembre,Viernes,Noche,2
TAQUILLA GENERAL,1,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
TAQUILLA GENERAL,3,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
Libertad FC VS IDV,2,PALCO,AppExterna,1,0,Deporte,Septiembre,Miércoles,Tarde,Septiembre,Viernes,Noche,2
LojacreArte Festival Nacional  AXEL,2,PLATEA ALTA,Wallet,1,0,Concierto,Septiembre,Miércoles,Tarde,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Miércoles,Tarde,Septiembre,Sábado,Noche,2
HOMENAJE AL MAESTRO EDGAR PALACIOS,4,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Jueves,Noche,2
TAQUILLA GENERAL,2,BOLETO GENERAL,PayPhone,1,0,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
HOMENAJE AL MAESTRO EDGAR PALACIOS,1,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Jueves,Noche,2
HOMENAJE AL MAESTRO EDGAR PALACIOS,1,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Jueves,Noche,2
TAQUILLA GENERAL,2,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
LojacreArte Festival Nacional  AXEL,2,PLATEA ALTA,AppExterna,1,0,Concierto,Septiembre,Miércoles,Tarde,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,1,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Miércoles,Tarde,Septiembre,Sábado,Noche,2
TAQUILLA GENERAL,1,BOLETO GENERAL,PayPhone,1,1,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
TAQUILLA GENERAL,1,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana,0
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Miércoles,Mañana,Septiembre,Sábado,Noche,2
LojacreArte Festival Nacional  AXEL,2,PLATEA ALTA,AppExterna,1,1,Concierto,Septiembre,Miércoles,Mañana,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,0,Concierto,Septiembre,Miércoles,Mañana,Septiembre,Sábado,Noche,2
Noches de Feria  Wilfrido Vargas,3,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Miércoles,Mañana,Septiembre,Sábado,Noche,2
Libertad FC VS IDV,2,PREFERENCIA,PayPhone,1,0,Deporte,Septiembre,Miércoles,Mañana,Septiembre,Viernes,Noche,2
Noches de Feria  Wilfrido Vargas,2,BOLETO GENERAL,PayPhone,1,1,Concierto,Septiembre,Miércoles,Mañana,Septiembre,Sábado,Noche,2
LojacreArte Festival Nacional  AXEL,1,PLATEA ALTA,AppExterna,1,1,Concierto,Septiembre,Martes,Noche,Septiembre,Viernes,Noche,2
LojacreArte Festival Nacional  AXEL,2,PLATEA ALTA,AppExterna,1,0,Concierto,Septiembre,Martes,Noche,Septiembre,Viernes,Noche,2
LojacreArte Festival Nacional  AXEL,2,PLATEA ALTA,PayPhone,1,0,Concierto,Septiembre,Martes,Noche,Septiembre,Viernes,Noche,2
LojacreArte Festival Nacional  AXEL,2,PLATEA ALTA,PayPhone,1,1,Concierto,Septiembre,Martes,Noche,Septiembre,Viernes,Noche,2
HOMENAJE AL MAESTRO EDGAR PALACIOS,3,BOLETO GENERAL,PayPhone,1,1,Ferias,Septiembre,Martes,Noche,Septiembre,Jueves,Noche,2
TAQUILLA GENERAL,2,BOLETO GENERAL,AppExterna,1,1,Ferias,Septiembre,Martes,Noche,Septiembre,Martes,Mañana,0
LOS PANCHOS,2,PLATINUM,Wallet,1,1,Concierto,Septiembre,Martes,Noche,Octubre,Viernes,Noche,3
TAQUILLA GENERAL,6,BOLETO GENERAL,PayPhone,1,1,Ferias,Septiembre,Martes,Noche,Septiembre,Martes,Mañana,0
TAQUILLA GENERAL,2,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Martes,Noche,Septiembre,Martes,Mañana,0
TAQUILLA GENERAL,3,BOLETO GENERAL,AppExterna,1,0,Ferias,Septiembre,Martes,Noche,Septiembre,Martes,Mañana,0
